url,software,track,type,license,status
https://www.youtube.com/watch?v=-W3VfX2naK0,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=0P8TUovtZe4,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=1_GiV0IYeG8,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=3oS8e3DnHZg,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=5DdbFx8sQY0,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=7GbyR6fpcEY,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=8udvcf8hNkU,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=ECSqyelD0Vs,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=EyEWsFtpDN4,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=FQQJtY0gqYE,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=FWvKupGFiS0,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=GHy0n4-MlGk,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=HBH_jp5sP_k,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=HehCfcSHjk4,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=Ip6phfp22Rw,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=LiQA0RwSN50,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=MRb3N8rfjiA,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=O2n7XChXj_g,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=OHs1u8WUR4M,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=PJhubXTKrNw,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=R6m7c41NgMk,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=UZqMrFOMNZ0,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=WgrHVki072I,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=XTLuUNx72lg,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=ZU20OzJq9i4,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=aYth6qHnDe0,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=anNCig-wgf4,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=c6bDAzHE6Cg,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=cuZ5Oq1ZuFw,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dpF0biJHfKA,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw10_xyz132,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw11_xyz133,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw12_xyz134,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw13_xyz135,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw14_xyz136,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw15_xyz137,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw16_xyz138,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw17_xyz139,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw18_xyz140,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw19_xyz141,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw1_xyz123,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw20_xyz142,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw21_xyz143,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw22_xyz144,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw23_xyz145,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw24_xyz146,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw25_xyz147,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw26_xyz148,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw27_xyz149,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw2_xyz124,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw3_xyz125,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw4_xyz126,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw5_xyz127,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw6_xyz128,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw7_xyz129,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw8_xyz130,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=dw9_xyz131,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=eGPVOUoDd2g,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=jL53qZ2vS5I,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=khvNRsai2tc,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=lDYu3vXgYrg,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=lesfqVwU4W0,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=lnnDh84pOE8,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=oWSD7zlMzrE,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=wOP9mce5sWo,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=wYfM5mjiZ5c,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=wh3oxXNHxrA,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=xqseaKJYSbA,DWSIM,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=z92mx4ubSGQ,DWSIM,Track B,Tutorial Video,YouTube,READY
