url,software,track,type,license,status
https://www.youtube.com/watch?v=-DmTK868J4A,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=0hArv-UBKQQ,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=1MpbPd6Ri-8,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=21WQB0E-6-M,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=3tdq1iKs5UA,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=4jvYyB6VMHQ,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=7dUVdrs1e18,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=8kKkq2mk7gA,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=ANBBiL_t0qU,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=Bc9_TUFoCAw,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=ENhFepqjFOY,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=EdqZ4FCIVqM,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=FurC2unHeXI,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=Hp6FNrtlk3U,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=KGn5m-LD9Ng,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=LyKb1MvCiG8,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=MylJIqVVNr0,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=PT5v9bpp4-A,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=QIAxyLchf4k,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=RBfqGFldjhA,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=STVyKXOajhI,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=VEqevFAZIQo,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=Xp7_w-1F230,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=YHDFG8MVvLk,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=cEWnixjNdzs,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=fNjdf3NECCk,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=f_I85AGfQas,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=fbHY_-ApcDY,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=hr0xBJBh2t0,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=kGl4VWkRcrA,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=lSbEVgCpJCc,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=n_FOZFj_Clw,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=oFptjpESI28,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=pVAY2zOy0vU,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=qSIf9iHvKZU,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=sdXAvm_UF4Y,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=t0jnXZ_LsJ0,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=u1pgaJHiiew,MATLAB,Track B,Tutorial Video,YouTube,READY
https://www.youtube.com/watch?v=wkfEZmsQqiA,MATLAB,Track B,Tutorial Video,YouTube,READY
